Health Service Area,HSA_Code,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,CI*Rank([rank note]),Lower CI (CI*Rank),Upper CI (CI*Rank),Average Annual Count,Recent Trend,Recent 5-Year Trend ([trend note]) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Alpena, MI - Presque Isle, MI(6)",371,476.8,449.1,506.1,N/A , N/A , N/A,269,falling,-1.5,-2.7,-0.3
"Gallatin and Yellowstone National Park, MT - Madison, MT(6)",773,476.5,452.2,501.8,N/A , N/A , N/A,315,stable,-0.3,-0.9,0.5
"Allegheny (Pittsburgh), PA - Westmoreland, PA(6)",42,476.5,471.2,481.8,N/A , N/A , N/A,6653,falling,-3.2,-5.2,-1.4
"Washington (Hagerstown), MD(6)",72,476.4,456.6,496.8,N/A , N/A , N/A,457,falling,-1.2,-1.8,-0.6
"White, IL - Hamilton, IL(7)",383,476.2,428,529,N/A , N/A , N/A,76,falling,-11.5,-23,-1.5
"Denton (Denton), TX - Wise, TX(7)",495,476.1,466.5,485.9,N/A , N/A , N/A,2116,falling,-1.9,-3.3,-0.9
"Albemarle, VA - Charlottesville City, VA(6)",99,476.1,463.5,488.9,N/A , N/A , N/A,1159,falling,-1.3,-1.9,-0.6
"Mahoning (Youngstown), OH - Trumbull, OH(6)",345,476,464.6,487.7,N/A , N/A , N/A,1433,falling,-1.7,-2.1,-1.3
"Custer, OK - Washita, OK(6)",475,476,434.5,520.5,N/A , N/A , N/A,101,stable,-0.1,-7.7,5.9
"Decatur, GA - Seminole, GA(7)",228,475.5,439.1,514.3,N/A , N/A , N/A,135,stable,-0.8,-1.6,0.1
"Dimmit, TX(7)",531,474.8,389.5,573.4,N/A , N/A , N/A,23,rising,15.4,1.9,24.5
"Travis (Austin), TX - Williamson, TX(7)",425,474.5,468,481.1,N/A , N/A , N/A,4397,stable,-1,-2.7,0.9
"Lauderdale (Florence), AL - Colbert, AL(6)",219,474.3,457.3,491.8,N/A , N/A , N/A,627,falling,-1.3,-3,-0.7
"Venango, PA - Clarion, PA(6)",52,474.2,450.7,498.7,N/A , N/A , N/A,337,falling,-1.6,-2.1,-1
"Brazos (Bryan), TX - Washington, TX(7)",464,474.1,458.3,490.4,N/A , N/A , N/A,716,rising,2,0.2,4.4
"Bradford, PA - Susquehanna, PA(6)",858,474.1,452.1,497,N/A , N/A , N/A,390,falling,-1.2,-2,-0.5
"Lemhi, ID(7)",813,472.8,403,554.6,N/A , N/A , N/A,40,stable,-0.3,-1.6,1.1
"Humboldt, CA(7)",800,472.6,451.1,494.9,N/A , N/A , N/A,396,falling,-1.3,-1.7,-0.8
"Hardin, TN - McNairy, TN(6)",245,472.5,440.6,506.3,N/A , N/A , N/A,179,falling,-6.4,-13.9,-1
"Boyd, NE(6)",595,472.2,327.7,676.8,N/A , N/A , N/A,9,falling,-20.9,-37.1,-3.1
"Dane (Madison), WI - Sauk, WI(6)",301,472,462.5,481.5,N/A , N/A , N/A,2050,falling,-0.8,-1.2,-0.5
"Washington, VT - Windsor, VT(6)",857,471.6,452.5,491.5,N/A , N/A , N/A,507,falling,-1.2,-1.7,-0.7
"Ector (Odessa), TX - Reeves, TX(7)",444,471.1,449.2,493.8,N/A , N/A , N/A,381,falling,-1.2,-1.8,-0.6
"Windham, VT(6)",877,470.5,436.1,507.1,N/A , N/A , N/A,162,falling,-1.5,-2.8,-0.2
"Caledonia, VT - Orleans, VT(6)",103,470.3,444.8,497.1,N/A , N/A , N/A,280,falling,-1.5,-2.1,-0.9
"Roanoke City, VA - Roanoke, VA(6)",14,470,460.1,480.1,N/A , N/A , N/A,1826,falling,-1.1,-1.7,-0.4
"Palm Beach (West Palm Beach), FL - St. Lucie, FL(6)",221,469.8,464.8,474.9,N/A , N/A , N/A,7288,falling,-0.9,-1.2,-0.5
"Lancaster, PA(6)",140,469.8,459.2,480.5,N/A , N/A , N/A,1588,falling,-1.2,-1.6,-0.8
"Henry, MO - Bates, MO(6)",607,469.5,436.1,504.9,N/A , N/A , N/A,161,falling,-1.4,-2.3,-0.4
"Oklahoma (Oklahoma City), OK - Canadian, OK(6)",417,469.3,461,477.7,N/A , N/A , N/A,2607,falling,-1.5,-1.9,-1.1
"Dallas (Dallas), TX - Collin, TX(7)",453,469.1,464.4,473.7,N/A , N/A , N/A,8686,stable,-0.2,-0.9,0.9
"Marin, CA(7)",764,469,455,483.5,N/A , N/A , N/A,900,falling,-1.1,-1.5,-0.7
"Bannock, ID - Bingham, ID(7)",696,468.9,447.5,491.1,N/A , N/A , N/A,385,stable,2.3,-0.5,7.1
"Cook (Chicago), IL - DuPage, IL(7)",287,468.7,465.5,471.8,N/A , N/A , N/A,17974,stable,-0.6,-1.1,0.4
"Nez Perce, ID - Idaho, ID(7)",694,468.6,442.8,495.7,N/A , N/A , N/A,270,falling,-1,-1.5,-0.6
"Kay (Ponca City), OK - Osage, OK(6)",515,468.6,444,494.4,N/A , N/A , N/A,286,falling,-1.5,-2.1,-0.8
"Red Willow, NE - Hitchcock, NE(6)",955,468.4,407.6,536.6,N/A , N/A , N/A,46,falling,-1.7,-3.2,-0.3
"Jackson (Medford), OR - Josephine, OR(6)",973,468.2,455.3,481.5,N/A , N/A , N/A,1082,falling,-1.3,-1.9,-0.7
"Hughes, SD - Stanley, SD(6)",629,467.9,422.8,516.7,N/A , N/A , N/A,86,stable,-0.7,-2.2,0.9
"Hertford, NC - Bertie, NC(6)",243,467.8,439.1,498.1,N/A , N/A , N/A,215,falling,-1.1,-1.9,-0.3
"Lee (Auburn), AL - Elmore, AL(6)",179,467.5,452.6,482.8,N/A , N/A , N/A,807,stable,-0.5,-1.1,0.2
"Lancaster (Lincoln), NE - Gage, NE(6)",561,466.9,453.5,480.7,N/A , N/A , N/A,966,falling,-5.5,-8.3,-3.4
"York, NE - Polk, NE(6)",611,466.9,415.5,523.5,N/A , N/A , N/A,65,stable,-0.4,-1.7,0.9
"Pulaski, MO - Phelps, MO(6)",627,466.9,442.6,492.1,N/A , N/A , N/A,290,falling,-1.1,-1.8,-0.5
"Hill, MT - Blaine, MT(6)",712,466.7,421.7,515.3,N/A , N/A , N/A,85,falling,-1.6,-2.8,-0.5
"Ashland, WI - Sawyer, WI(6)",357,466.6,439.9,494.8,N/A , N/A , N/A,265,falling,-5.5,-8.4,-1.5
"Wilbarger, TX - Hardeman, TX(7)",458,466.5,410.6,528.4,N/A , N/A , N/A,54,stable,-1,-2.1,0.1
"Marion, AL - Fayette, AL(6)",247,466.2,432.6,502,N/A , N/A , N/A,151,stable,-6.7,-15.9,0.9
"Bonneville, ID - Madison, ID(7)",722,465.9,447.2,485.1,N/A , N/A , N/A,498,stable,-0.4,-1,0.3
"Pueblo (Pueblo), CO - Las Animas, CO(6)",704,465.8,448.3,483.9,N/A , N/A , N/A,574,falling,-1,-1.5,-0.5
"Camden, MO(6)",685,465.7,433.8,499.7,N/A , N/A , N/A,194,falling,-1.1,-1.8,-0.4
"Walker, GA - Catoosa, GA(7)",141,465.3,445.6,485.6,N/A , N/A , N/A,444,stable,-1.3,-2.9,0.3
"Stephenson, IL - Jo Daviess, IL(7)",302,465.2,437.8,494.2,N/A , N/A , N/A,241,falling,-0.9,-1.6,-0.1
"Montgomery, VA - Pulaski, VA(6)",70,464.9,446.4,484,N/A , N/A , N/A,505,rising,2,0.3,4.9
"Outagamie (Appleton), WI - Waupaca, WI(6)",344,464.3,448.3,480.8,N/A , N/A , N/A,678,falling,-1.3,-1.7,-0.9
"Todd, SD - Tripp, SD(6)",954,464.3,408.3,526,N/A , N/A , N/A,53,stable,-0.7,-1.9,0.5
"Buffalo, NE - Dawson, NE(6)",570,464,438,491.2,N/A , N/A , N/A,252,stable,-0.8,-1.7,0.1
"Johnson, AR(6)",522,463.6,415.7,515.7,N/A , N/A , N/A,73,stable,-0.4,-1.9,1.1
"Cascade (Great Falls), MT - Glacier, MT(6)",692,463.1,441.4,485.7,N/A , N/A , N/A,364,stable,1.1,-0.8,4.6
"Calhoun (Battle Creek), MI - Barry, MI(6)",381,463.1,445.7,481,N/A , N/A , N/A,580,stable,-4.5,-13.2,3
"Nacogdoches, TX - Shelby, TX(7)",447,463,439.3,487.7,N/A , N/A , N/A,306,falling,-1.5,-2,-0.9
"Marion (Salem), OR - Yamhill, OR(6)",705,462.4,451.5,473.6,N/A , N/A , N/A,1415,falling,-1.2,-1.7,-0.6
"Middlesex, MA - Suffolk (Boston), MA(7)",22,462.3,458.2,466.4,N/A , N/A , N/A,10333,falling,-4.5,-7.1,-2.8
"Holt, NE - Brown, NE(6)",559,462.2,404.6,526.5,N/A , N/A , N/A,53,stable,-1.1,-2.9,0.6
"Twin Falls, ID - Jerome, ID(7)",695,462.1,439.9,485.1,N/A , N/A , N/A,339,falling,-1.4,-2.2,-0.6
"Clark, IL(7)",311,462,401.5,529.4,N/A , N/A , N/A,46,falling,-14.6,-31,-0.6
"Washington (Johnson City), TN - Carter, TN(6)",169,461.8,445.4,478.6,N/A , N/A , N/A,643,stable,-0.5,-1.2,0
"Bay (Panama City), FL - Jackson, FL(6)",155,461.7,448.3,475.5,N/A , N/A , N/A,937,stable,-0.4,-1.1,0.3
"Multnomah (Portland), OR - Washington, OR(6)",689,461.6,455.6,467.7,N/A , N/A , N/A,4772,falling,-0.8,-1.1,-0.5
"Etowah (Gadsden), AL - Marshall, AL(6)",224,461.3,447.1,475.8,N/A , N/A , N/A,861,falling,-1.7,-3.4,-1.2
"Ventura, CA(7)",790,461.2,452.5,470.1,N/A , N/A , N/A,2212,stable,0.1,-0.5,1.3
"Sonoma (Santa Rosa), CA(7)",834,461.2,450.3,472.2,N/A , N/A , N/A,1487,stable,-0.5,-2.2,2
"Polk, AR(6)",534,460.8,411.5,515.2,N/A , N/A , N/A,69,stable,-4.8,-14.5,3.7
"Lancaster, SC - Kershaw, SC(6)",249,460.6,441.9,480,N/A , N/A , N/A,487,falling,-6.7,-10.5,-2.4
"Anchorage (Anchorage), AK - Matanuska-Susitna Borough, AK(6)",820,460.6,448.2,473.2,N/A , N/A , N/A,1259,stable,0.1,-0.7,1.4
"Fayette, TX - Colorado, TX(7)",490,460.6,428.1,495.2,N/A , N/A , N/A,165,stable,1.8,-2.6,7.7
"Ingham (Lansing), MI - Eaton, MI(6)",285,460.4,449.2,471.8,N/A , N/A , N/A,1394,falling,-1.4,-2.3,-0.5
"Lee (Cape Coral), FL - Collier, FL(6)",165,460.2,453.9,466.5,N/A , N/A , N/A,4850,falling,-1.1,-1.6,-0.6
"Greene (Springfield), MO - Christian, MO(6)",549,460.1,450.9,469.5,N/A , N/A , N/A,1992,stable,0,-1,2.2
"Tuscaloosa (Tuscaloosa), AL - Pickens, AL(6)",156,459.7,443.1,476.8,N/A , N/A , N/A,628,falling,-2.9,-7.4,-1.9
District of Columbia(6),61,459.5,448.4,470.9,N/A , N/A , N/A,1371,falling,-2,-2.7,-1.3
"Grundy, MO - Mercer, MO(6)",683,459.4,397.4,529.2,N/A , N/A , N/A,44,stable,-0.7,-1.9,0.4
"Boone, AR - Carroll, AR(6)",494,458.4,433.7,484.4,N/A , N/A , N/A,280,falling,-1.3,-2.4,-0.2
"Essex (Lynn), MA(7)",74,458.1,449.2,467,N/A , N/A , N/A,2184,falling,-6.4,-8.8,-4.4
"Latah, ID(7)",784,458,415.6,503.7,N/A , N/A , N/A,92,stable,-1.1,-2.3,0.2
"Maverick, TX - Val Verde, TX(7)",516,457.6,431.3,485,N/A , N/A , N/A,230,stable,-0.3,-1,0.5
"Washoe (Reno), NV - Carson City, NV(6)",962,457.1,448.1,466.3,N/A , N/A , N/A,2120,stable,0.3,-0.7,2.1
"Newport, RI(6)",871,457.1,433.3,481.9,N/A , N/A , N/A,297,falling,-1.9,-2.7,-1.2
"Sutter (Yuba City), CA - Yuba, CA(7)",690,456.8,438.4,475.8,N/A , N/A , N/A,485,falling,-0.8,-1.3,-0.2
"Horry, SC - Georgetown, SC(6)",246,456.8,445.5,468.4,N/A , N/A , N/A,1463,falling,-1.9,-2.4,-1.2
"Cleveland (Norman), OK - McClain, OK(6)",430,456.6,443,470.6,N/A , N/A , N/A,891,falling,-1.7,-2.2,-1.2
"Accomack, VA - Northampton, VA(6)",137,456.4,424.2,490.9,N/A , N/A , N/A,167,falling,-1.2,-2.1,-0.3
"Missoula, MT - Ravalli, MT(6)",713,456.3,440.4,472.7,N/A , N/A , N/A,686,falling,-1.2,-1.8,-0.5
"Mc Kean, PA - Potter, PA(6)",864,456.3,427.4,486.7,N/A , N/A , N/A,205,falling,-1.1,-2.1,-0.2
"Miami-Dade (Miami), FL - Broward, FL(6)",200,456.1,452.5,459.8,N/A , N/A , N/A,12469,falling,-1.1,-1.5,-0.7
"Woodward, OK - Dewey, OK(6)",469,455.5,413.5,500.8,N/A , N/A , N/A,90,falling,-1.9,-3.5,-0.4
"Sweetwater, WY(6)",977,455.2,414.9,498.4,N/A , N/A , N/A,108,falling,-9.2,-15.6,-1.2
"Pemiscot, MO(6)",956,454.9,393.7,523.4,N/A , N/A , N/A,42,stable,-0.1,-2.6,2.2
"Johnson, TN(6)",899,454.8,404.4,510.6,N/A , N/A , N/A,63,falling,-8.1,-18.3,-0.2
"Logan, OH(6)",398,454.7,420,491.8,N/A , N/A , N/A,138,falling,-1.5,-2.8,-0.2
"Henderson, IL(7)",340,454.6,377.8,546.3,N/A , N/A , N/A,27,stable,-0.9,-2.6,0.9
"Larimer, CO(6)",796,454.3,440.6,468.4,N/A , N/A , N/A,895,stable,-2.4,-6.5,1.1
"San Diego (San Diego), CA - Imperial, CA(7)",774,454.2,449.7,458.8,N/A , N/A , N/A,8151,falling,-1.3,-1.6,-0.9
"Pittsylvania (Danville), VA - Danville City, VA(6)",883,453.8,431.3,477.4,N/A , N/A , N/A,331,falling,-1.9,-3.2,-0.7
"Delaware, OK(6)",932,453.8,419.7,490.3,N/A , N/A , N/A,150,stable,-0.3,-1.4,0.8
"Bee, TX - Karnes, TX(7)",513,453.8,414.7,495.4,N/A , N/A , N/A,105,stable,0.1,-3.8,5.6
"Bennington, VT(6)",854,453.5,417.7,491.9,N/A , N/A , N/A,131,falling,-2.5,-3.4,-1.6
"Wexford, MI - Osceola, MI(6)",317,453.4,429.2,478.7,N/A , N/A , N/A,290,falling,-2.1,-3.5,-0.8
"Allamakee, IA(7)",290,452.6,395.3,516.8,N/A , N/A , N/A,49,falling,-1.1,-2,-0.1
"Hampden (Springfield), MA - Hampshire, MA(7)",32,452.6,442.5,462.9,N/A , N/A , N/A,1653,falling,-1.5,-1.8,-1.1
"Albany, WY - Carbon, WY(6)",975,452.6,415.5,492.1,N/A , N/A , N/A,121,stable,-0.8,-2.3,0.7
"Scotts Bluff, NE - Box Butte, NE(6)",580,452.3,420.5,486,N/A , N/A , N/A,163,stable,1.1,-2.1,7.1
"Pasquotank, NC - Dare, NC(6)",264,452.3,429.3,476.3,N/A , N/A , N/A,318,falling,-1.1,-1.9,-0.3
"Kings (New York), NY - Queens, NY(7)",94,452.2,449.4,455.1,N/A , N/A , N/A,20279,stable,-0.8,-1.4,0.1
"Fergus, MT - Petroleum, MT(6)",810,451.9,392,519.7,N/A , N/A , N/A,46,falling,-2.6,-4.3,-0.9
"Centre (State College), PA - Clearfield, PA(6)",26,451.6,437.2,466.4,N/A , N/A , N/A,787,falling,-1.4,-1.9,-0.9
"Eau Claire (Eau Claire), WI - Chippewa, WI(6)",298,451.2,435.3,467.6,N/A , N/A , N/A,649,stable,-0.3,-0.9,0.4
"Richardson, NE - Pawnee, NE(6)",628,450.5,386.5,523.8,N/A , N/A , N/A,40,stable,-0.7,-3.5,2.1
"Livingston, MO - Carroll, MO(6)",657,450.2,401.9,503.1,N/A , N/A , N/A,68,falling,-1.2,-2.4,-0.1
"Harris (Houston), TX - Fort Bend, TX(7)",408,450,446.3,453.7,N/A , N/A , N/A,12624,falling,-1.6,-2.7,-0.7
"Collingsworth, TX(7)",524,449.8,313,629.8,N/A , N/A , N/A,7,stable,-0.9,-4.2,1.9
"Washtenaw, MI - Livingston, MI(6)",831,449.5,438.7,460.6,N/A , N/A , N/A,1413,falling,-2,-2.4,-1.5
"Dakota, NE - Thurston, NE(6)",942,449.5,404.9,497.7,N/A , N/A , N/A,80,stable,-0.7,-2.1,0.8
"Mineral, WV - Hardy, WV(6)",851,449.2,418.7,481.7,N/A , N/A , N/A,175,falling,-1.1,-1.8,-0.4
"Pike, PA(6)",876,449.2,421.4,478.7,N/A , N/A , N/A,217,falling,-1.7,-2.6,-0.7
"Richland (Columbia), SC - Lexington, SC(6)",160,448.7,439.1,458.5,N/A , N/A , N/A,1800,falling,-1.8,-2.2,-1.3
"Berrien (Benton Harbor), MI - Van Buren, MI(6)",327,448.4,434.5,462.7,N/A , N/A , N/A,857,falling,-1.9,-2.5,-1.3
"Klamath, OR - Lake, OR(6)",743,448.1,423,474.4,N/A , N/A , N/A,263,falling,-1.2,-2.1,-0.4
"Washburn, WI - Burnett, WI(6)",314,447.4,412.7,485,N/A , N/A , N/A,146,stable,-3.5,-13.6,0.1
"Ketchikan Gateway Borough, AK - Wrangell-Petersburg Cen, AK(6)",817,446.4,401,496,N/A , N/A , N/A,81,stable,-1.6,-3.1,0.1
"Henry, VA - Patrick, VA(6)",79,443.7,419.7,468.9,N/A , N/A , N/A,277,falling,-1.6,-2.9,-0.3
"Jackson (Kansas City), MO - Clay, MO(6)",548,443.1,436,450.3,N/A , N/A , N/A,3178,falling,-1.4,-1.9,-1
"Genesee (Flint), MI - Lapeer, MI(6)",328,442.8,431.9,453.8,N/A , N/A , N/A,1360,falling,-3.3,-6,-2.5
"Cassia, ID - Minidoka, ID(7)",730,442.4,405.3,482,N/A , N/A , N/A,109,rising,1.4,0.1,3.9
"Hawaii, HI(7)",823,442.1,426.1,458.7,N/A , N/A , N/A,652,rising,3.4,1.7,6.4
"Nueces (Corpus Christi), TX - San Patricio, TX(7)",437,440.8,429.9,451.8,N/A , N/A , N/A,1316,falling,-3.4,-5.5,-1.5
"Franklin, ID - Bear Lake, ID(7)",715,440.4,387.5,498.8,N/A , N/A , N/A,53,stable,0.1,-1.5,1.9
"Fairbanks North Star Borough, AK - Denali/Yukon-Koyukuk, AK(6)",819,439.9,413,468.1,N/A , N/A , N/A,242,stable,1.1,-0.9,5.8
"Kent (Grand Rapids), MI - Ionia, MI(6)",309,439.7,430.9,448.6,N/A , N/A , N/A,2043,falling,-1.7,-2.4,-1
"Blaine, ID - Camas, ID(7)",808,439.5,395,488.2,N/A , N/A , N/A,78,stable,-0.9,-2.3,0.7
"Kern, CA(7)",807,438.8,429.3,448.5,N/A , N/A , N/A,1749,falling,-1.1,-1.5,-0.7
"Kalamazoo (Kalamazoo), MI - St. Joseph, MI(6)",348,438.6,424.5,453.2,N/A , N/A , N/A,770,falling,-2,-2.7,-1.3
"Polk, WI(6)",906,438.4,406.1,472.8,N/A , N/A , N/A,150,stable,-0.4,-1.5,0.9
"Phelps, NE - Furnas, NE(6)",616,438.2,385.9,496.5,N/A , N/A , N/A,55,falling,-12.4,-23.1,-1.3
"Bexar (San Antonio), TX - Guadalupe, TX(7)",410,438.2,432.6,443.8,N/A , N/A , N/A,5001,falling,-2,-3.4,-1
"Weston, WY(6)",804,438.1,358.8,531.9,N/A , N/A , N/A,24,stable,0.6,-1.2,2.6
"Salt Lake (Salt Lake City), UT - Tooele, UT(7)",708,437.9,430.1,445.8,N/A , N/A , N/A,2613,stable,-0.4,-1.3,1.4
"Deschutes, OR - Crook, OR(6)",719,437.4,423.3,452,N/A , N/A , N/A,787,falling,-1.5,-2.1,-0.8
"Miller, AR - Hempstead, AR(6)",404,436.6,415,459.1,N/A , N/A , N/A,324,falling,-1.7,-2.9,-0.4
"Stark, ND - Dunn, ND(6)",605,436.5,396.4,479.5,N/A , N/A , N/A,93,stable,-0.8,-1.9,0.4
"Comal, TX(7)",517,436.2,417.3,455.8,N/A , N/A , N/A,438,falling,-4.2,-6.8,-2.2
"Stanislaus (Modesto), CA - Merced, CA(7)",737,435.4,426.6,444.3,N/A , N/A , N/A,1960,stable,-0.3,-1.4,1.6
"Chippewa, MI - Emmet, MI(6)",294,435.3,416.8,454.6,N/A , N/A , N/A,459,stable,-1.1,-2.2,0.1
"Orange, CA(7)",833,435.3,430.8,439.8,N/A , N/A , N/A,7500,falling,-1.3,-1.5,-1
"Natrona (Casper), WY - Converse, WY(6)",726,435.1,409.6,461.8,N/A , N/A , N/A,239,falling,-1.2,-2.1,-0.3
"Rockingham, VA - Harrisonburg City, VA(6)",63,435,415.7,455.1,N/A , N/A , N/A,397,falling,-1.1,-2,-0.2
"Park, WY - Big Horn, WY(6)",749,434.7,401.5,470.2,N/A , N/A , N/A,142,falling,-1.4,-1.9,-0.8
"Solano (Vallejo), CA - Napa, CA(7)",746,434.5,425.2,444.1,N/A , N/A , N/A,1745,stable,-0.3,-2.3,2.2
"Sacramento (Sacramento), CA - Placer, CA(7)",709,434.3,429.2,439.6,N/A , N/A , N/A,5637,falling,-1.8,-3.3,-1.4
"Vernon, MO - Cedar, MO(6)",639,434.2,396.8,474.5,N/A , N/A , N/A,106,falling,-2.2,-3.4,-1.1
"Sheridan, WY - Johnson, WY(6)",770,433.9,399.2,471.1,N/A , N/A , N/A,129,falling,-1.5,-2.8,-0.3
"Dona Ana (Las Cruces), NM - Luna, NM(7)",732,433.8,418.6,449.5,N/A , N/A , N/A,647,falling,-0.9,-2.3,-0.5
"Erath, TX - Comanche, TX(7)",507,433.7,401.3,468.2,N/A , N/A , N/A,140,stable,-0.8,-1.6,0
"Richland, MT - Dawson, MT(6)",767,432.9,386.3,484,N/A , N/A , N/A,68,falling,-1.4,-2.6,-0.1
"Madison (Huntsville), AL - Limestone, AL(6)",210,431.4,420.7,442.3,N/A , N/A , N/A,1325,falling,-1.9,-4,-1.3
"Platte, WY(6)",797,430.9,365.5,507.3,N/A , N/A , N/A,34,stable,4.4,-1.6,13
"Yakima (Yakima), WA - Kittitas, WA(6)",739,430.8,415.9,446,N/A , N/A , N/A,668,stable,1,-1.4,4.3
"Dewey, SD - Walworth, SD(6)",648,430,376.1,489.8,N/A , N/A , N/A,50,stable,-0.9,-2.4,0.5
"Pennington (Rapid City), SD - Meade, SD(6)",558,429.8,411.8,448.4,N/A , N/A , N/A,478,falling,-2,-2.7,-1.4
"San Joaquin (Stockton), CA - Calaveras, CA(7)",750,429.3,420.5,438.3,N/A , N/A , N/A,1910,falling,-1.8,-3.1,-1.4
"Montgomery, MD - Prince Georges, MD(6)",869,429.3,423.9,434.7,N/A , N/A , N/A,5176,falling,-1.1,-1.6,-0.6
"Routt, CO - Moffat, CO(6)",735,429.3,390.2,471.3,N/A , N/A , N/A,103,stable,-1.8,-3.4,0.1
"Honolulu (Honolulu), HI - Maui, HI(7)",821,429.2,422.3,436.1,N/A , N/A , N/A,3105,stable,-0.4,-0.8,0.4
"Marquette, MI - Delta, MI(6)",293,428.8,409.5,448.8,N/A , N/A , N/A,413,falling,-1.4,-2,-0.9
"Jackson, OK - Greer, OK(6)",483,427.9,386.2,473.1,N/A , N/A , N/A,80,stable,-1.1,-2.8,0.6
"Frederick, VA - Shenandoah, VA(6)",25,427.6,412,443.6,N/A , N/A , N/A,606,stable,-0.8,-1.6,1.2
"San Bernardino, CA - Riverside (Riverside), CA(7)",768,427.4,423.6,431.4,N/A , N/A , N/A,9700,falling,-1.3,-1.4,-1.1
"Grand, UT(7)",965,426.6,356.4,507.8,N/A , N/A , N/A,29,stable,-1.1,-2.4,0.5
"Lipscomb, TX(7)",935,426.6,306.6,581.5,N/A , N/A , N/A,9,falling,-2.5,-4.4,-0.7
"Wasco, OR - Hood River, OR(6)",748,426.3,395.9,458.6,N/A , N/A , N/A,158,falling,-1.5,-2.5,-0.4
"Mendocino, CA(7)",811,425.5,402.3,449.8,N/A , N/A , N/A,283,falling,-2.4,-3.4,-1.8
"Childress, TX - Hall, TX(7)",512,425.2,358.5,501.5,N/A , N/A , N/A,30,falling,-1.3,-2.7,-0.1
"Mohave, AZ(6)",803,424.9,411.2,439,N/A , N/A , N/A,898,falling,-2.8,-4.6,-2
"Pima (Tucson), AZ - Cochise, AZ(6)",700,424.8,418.3,431.3,N/A , N/A , N/A,3472,falling,-0.8,-1.3,-0.2
"Franklin, PA - Fulton, PA(6)",872,424.2,406.9,442.2,N/A , N/A , N/A,477,falling,-8.3,-16.7,-1.3
"Utah (Provo), UT - Sanpete, UT(7)",703,424.1,412.3,436.1,N/A , N/A , N/A,1047,stable,0.7,-0.7,3
"Benton (Kennewick), WA - Franklin, WA(6)",702,423.6,408.5,439.2,N/A , N/A , N/A,636,falling,-1.9,-2.4,-1.4
"Park, MT - Sweet Grass, MT(6)",756,423.2,378,473.2,N/A , N/A , N/A,73,stable,-1,-2.1,0.2
"Aiken, SC - Edgefield, SC(6)",889,423,407.4,439.1,N/A , N/A , N/A,599,falling,-1.2,-1.8,-0.6
"Washington (Fayetteville), AR - Benton, AR(6)",446,422.2,410.7,433.9,N/A , N/A , N/A,1075,stable,-0.8,-1.5,0
"Chaffee, CO - Lake, CO(6)",786,420.5,379.9,464.7,N/A , N/A , N/A,87,stable,-1.2,-2.6,0.2
"Weld, CO - Morgan, CO(6)",760,420.2,406.4,434.2,N/A , N/A , N/A,762,falling,-1,-1.5,-0.3
"Cherry, NE(6)",668,418.6,329.9,525.9,N/A , N/A , N/A,17,stable,-1.2,-3.8,1.2
"El Paso (El Paso), TX - Hudspeth, TX(7)",415,418.3,409,427.8,N/A , N/A , N/A,1600,falling,-1.5,-2,-1.1
